chrom	sample1	sample1_start	sample1_end	sample1_dist_upstream	sample1_dist_downstream	sample1_adaptive_threshold	sample2	sample2_start	sample2_end	sample2_dist_upstream	sample2_dist_downstream	sample2_adaptive_threshold	distance	direction	abs_distance	min_threshold	final_classification
chr17	hiPSC_var	43770000.0	43780000.0	270000.0	410000.0	135000.0	hiPSC_nor	43770000.0	43780000.0	80000.0	410000.0	40000.0	0.0	No_shift	0.0	40000.0	Stable_boundary
chr17	hiPSC_var	44190000.0	44200000.0	410000.0	160000.0	80000.0	hiPSC_nor	44190000.0	44200000.0	410000.0	160000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	44360000.0	44370000.0	160000.0	150000.0	75000.0	hiPSC_nor	44360000.0	44370000.0	160000.0	150000.0	75000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	44520000.0	44530000.0	150000.0	170000.0	75000.0	hiPSC_nor	44520000.0	44530000.0	150000.0	170000.0	75000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	44700000.0	44710000.0	170000.0	190000.0	85000.0	hiPSC_nor	44700000.0	44710000.0	170000.0	190000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	44900000.0	44910000.0	190000.0	210000.0	95000.0	hiPSC_nor	44900000.0	44910000.0	190000.0	210000.0	95000.0	0.0	No_shift	0.0	95000.0	Stable_boundary
chr17	hiPSC_var	45120000.0	45130000.0	210000.0	280000.0	105000.0	hiPSC_nor	45120000.0	45130000.0	210000.0	280000.0	105000.0	0.0	No_shift	0.0	105000.0	Stable_boundary
chr17	hiPSC_var	45410000.0	45420000.0	280000.0	570000.0	140000.0	hiPSC_nor	45410000.0	45420000.0	280000.0	570000.0	140000.0	0.0	No_shift	0.0	140000.0	Stable_boundary
chr17	hiPSC_var	45990000.0	46000000.0	570000.0	190000.0	95000.0	hiPSC_nor	45990000.0	46000000.0	570000.0	190000.0	95000.0	0.0	No_shift	0.0	95000.0	Stable_boundary
chr17	hiPSC_var	46190000.0	46200000.0	190000.0	630000.0	95000.0	hiPSC_nor	46190000.0	46200000.0	190000.0	990000.0	95000.0	0.0	No_shift	0.0	95000.0	Stable_boundary
chr17	hiPSC_var	46830000.0	46840000.0	630000.0	350000.0	175000.0	hiPSC_nor	47190000.0	47200000.0	990000.0	130000.0	65000.0	360000.0	Downstream	360000.0	65000.0	Unique_boundary
chr17	hiPSC_var	47190000.0	47200000.0	350000.0	130000.0	65000.0	hiPSC_nor	47190000.0	47200000.0	990000.0	130000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	47330000.0	47340000.0	130000.0	140000.0	65000.0	hiPSC_nor	47330000.0	47340000.0	130000.0	140000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	47480000.0	47490000.0	140000.0	150000.0	70000.0	hiPSC_nor	47480000.0	47490000.0	140000.0	150000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	47640000.0	47650000.0	150000.0	170000.0	75000.0	hiPSC_nor	47640000.0	47650000.0	150000.0	170000.0	75000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	47820000.0	47830000.0	170000.0	190000.0	85000.0	hiPSC_nor	47820000.0	47830000.0	170000.0	190000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	48020000.0	48030000.0	190000.0	110000.0	55000.0	hiPSC_nor	48020000.0	48030000.0	190000.0	110000.0	55000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	48140000.0	48150000.0	110000.0	480000.0	55000.0	hiPSC_nor	48140000.0	48150000.0	110000.0	480000.0	55000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	48630000.0	48640000.0	480000.0	260000.0	130000.0	hiPSC_nor	48630000.0	48640000.0	480000.0	260000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	48900000.0	48910000.0	260000.0	140000.0	70000.0	hiPSC_nor	48900000.0	48910000.0	260000.0	140000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	49050000.0	49060000.0	140000.0	220000.0	70000.0	hiPSC_nor	49050000.0	49060000.0	140000.0	220000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	49280000.0	49290000.0	220000.0	110000.0	55000.0	hiPSC_nor	49280000.0	49290000.0	220000.0	110000.0	55000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	49400000.0	49410000.0	110000.0	150000.0	55000.0	hiPSC_nor	49400000.0	49410000.0	110000.0	150000.0	55000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	49560000.0	49570000.0	150000.0	130000.0	65000.0	hiPSC_nor	49560000.0	49570000.0	150000.0	130000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	49700000.0	49710000.0	130000.0	140000.0	65000.0	hiPSC_nor	49700000.0	49710000.0	130000.0	140000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	49850000.0	49860000.0	140000.0	140000.0	70000.0	hiPSC_nor	49850000.0	49860000.0	140000.0	150000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	50000000.0	50010000.0	140000.0	150000.0	70000.0	hiPSC_nor	50010000.0	50020000.0	150000.0	80000.0	40000.0	10000.0	Downstream	10000.0	40000.0	Boundary_shift
chr17	hiPSC_var	50160000.0	50170000.0	150000.0	180000.0	75000.0	hiPSC_nor	50100000.0	50110000.0	80000.0	360000.0	40000.0	-60000.0	Upstream	60000.0	40000.0	Unique_boundary
chr17	hiPSC_var	50350000.0	50360000.0	180000.0	110000.0	55000.0	hiPSC_nor	50470000.0	50480000.0	360000.0	270000.0	135000.0	120000.0	Downstream	120000.0	55000.0	Unique_boundary
chr17	hiPSC_var	50470000.0	50480000.0	110000.0	250000.0	55000.0	hiPSC_nor	50470000.0	50480000.0	360000.0	270000.0	135000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	50730000.0	50740000.0	250000.0	220000.0	110000.0	hiPSC_nor	50750000.0	50760000.0	270000.0	200000.0	100000.0	20000.0	Downstream	20000.0	100000.0	Boundary_shift
chr17	hiPSC_var	50960000.0	50970000.0	220000.0	320000.0	110000.0	hiPSC_nor	50960000.0	50970000.0	200000.0	310000.0	100000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	51290000.0	51300000.0	320000.0	250000.0	125000.0	hiPSC_nor	51280000.0	51290000.0	310000.0	460000.0	155000.0	-10000.0	Upstream	10000.0	125000.0	Boundary_shift
chr17	hiPSC_var	51550000.0	51560000.0	250000.0	180000.0	90000.0	hiPSC_nor	51750000.0	51760000.0	460000.0	380000.0	190000.0	200000.0	Downstream	200000.0	90000.0	Unique_boundary
chr17	hiPSC_var	51740000.0	51750000.0	180000.0	400000.0	90000.0	hiPSC_nor	51750000.0	51760000.0	460000.0	380000.0	190000.0	10000.0	Downstream	10000.0	90000.0	Boundary_shift
chr17	hiPSC_var	52150000.0	52160000.0	400000.0	200000.0	100000.0	hiPSC_nor	52140000.0	52150000.0	380000.0	210000.0	105000.0	-10000.0	Upstream	10000.0	100000.0	Boundary_shift
chr17	hiPSC_var	52360000.0	52370000.0	200000.0	220000.0	100000.0	hiPSC_nor	52360000.0	52370000.0	210000.0	650000.0	105000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	52590000.0	52600000.0	220000.0	420000.0	110000.0	hiPSC_nor	52360000.0	52370000.0	210000.0	650000.0	105000.0	-230000.0	Upstream	230000.0	105000.0	Unique_boundary
chr17	hiPSC_var	53020000.0	53030000.0	420000.0	600000.0	210000.0	hiPSC_nor	53020000.0	53030000.0	650000.0	1140000.0	325000.0	0.0	No_shift	0.0	210000.0	Stable_boundary
chr17	hiPSC_var	53630000.0	53640000.0	600000.0	530000.0	265000.0	hiPSC_nor	54170000.0	54180000.0	1140000.0	250000.0	125000.0	540000.0	Downstream	540000.0	125000.0	Unique_boundary
chr17	hiPSC_var	54170000.0	54180000.0	530000.0	250000.0	125000.0	hiPSC_nor	54170000.0	54180000.0	1140000.0	250000.0	125000.0	0.0	No_shift	0.0	125000.0	Stable_boundary
chr17	hiPSC_var	54430000.0	54440000.0	250000.0	450000.0	125000.0	hiPSC_nor	54430000.0	54440000.0	250000.0	450000.0	125000.0	0.0	No_shift	0.0	125000.0	Stable_boundary
chr17	hiPSC_var	54890000.0	54900000.0	450000.0	470000.0	225000.0	hiPSC_nor	54890000.0	54900000.0	450000.0	470000.0	225000.0	0.0	No_shift	0.0	225000.0	Stable_boundary
chr17	hiPSC_var	55370000.0	55380000.0	470000.0	140000.0	70000.0	hiPSC_nor	55370000.0	55380000.0	470000.0	130000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	55520000.0	55530000.0	140000.0	300000.0	70000.0	hiPSC_nor	55510000.0	55520000.0	130000.0	310000.0	65000.0	-10000.0	Upstream	10000.0	65000.0	Boundary_shift
chr17	hiPSC_var	55830000.0	55840000.0	300000.0	270000.0	135000.0	hiPSC_nor	55830000.0	55840000.0	310000.0	270000.0	135000.0	0.0	No_shift	0.0	135000.0	Stable_boundary
chr17	hiPSC_var	56110000.0	56120000.0	270000.0	200000.0	100000.0	hiPSC_nor	56110000.0	56120000.0	270000.0	200000.0	100000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	56320000.0	56330000.0	200000.0	150000.0	75000.0	hiPSC_nor	56320000.0	56330000.0	200000.0	160000.0	80000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	56480000.0	56490000.0	150000.0	300000.0	75000.0	hiPSC_nor	56490000.0	56500000.0	160000.0	300000.0	80000.0	10000.0	Downstream	10000.0	75000.0	Boundary_shift
chr17	hiPSC_var	56790000.0	56800000.0	300000.0	170000.0	85000.0	hiPSC_nor	56800000.0	56810000.0	300000.0	150000.0	75000.0	10000.0	Downstream	10000.0	75000.0	Boundary_shift
chr17	hiPSC_var	56970000.0	56980000.0	170000.0	140000.0	70000.0	hiPSC_nor	56960000.0	56970000.0	150000.0	150000.0	75000.0	-10000.0	Upstream	10000.0	70000.0	Boundary_shift
chr17	hiPSC_var	57120000.0	57130000.0	140000.0	110000.0	55000.0	hiPSC_nor	57120000.0	57130000.0	150000.0	710000.0	75000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	57240000.0	57250000.0	110000.0	590000.0	55000.0	hiPSC_nor	57120000.0	57130000.0	150000.0	710000.0	75000.0	-120000.0	Upstream	120000.0	55000.0	Unique_boundary
chr17	hiPSC_var	57840000.0	57850000.0	590000.0	140000.0	70000.0	hiPSC_nor	57840000.0	57850000.0	710000.0	140000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	57990000.0	58000000.0	140000.0	190000.0	70000.0	hiPSC_nor	57990000.0	58000000.0	140000.0	260000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	58190000.0	58200000.0	190000.0	310000.0	95000.0	hiPSC_nor	58260000.0	58270000.0	260000.0	230000.0	115000.0	70000.0	Downstream	70000.0	95000.0	Boundary_shift
chr17	hiPSC_var	58510000.0	58520000.0	310000.0	180000.0	90000.0	hiPSC_nor	58500000.0	58510000.0	230000.0	190000.0	95000.0	-10000.0	Upstream	10000.0	90000.0	Boundary_shift
chr17	hiPSC_var	58700000.0	58710000.0	180000.0	590000.0	90000.0	hiPSC_nor	58700000.0	58710000.0	190000.0	590000.0	95000.0	0.0	No_shift	0.0	90000.0	Stable_boundary
chr17	hiPSC_var	59300000.0	59310000.0	590000.0	400000.0	200000.0	hiPSC_nor	59300000.0	59310000.0	590000.0	400000.0	200000.0	0.0	No_shift	0.0	200000.0	Stable_boundary
chr17	hiPSC_var	59710000.0	59720000.0	400000.0	170000.0	85000.0	hiPSC_nor	59710000.0	59720000.0	400000.0	170000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	59890000.0	59900000.0	170000.0	180000.0	85000.0	hiPSC_nor	59890000.0	59900000.0	170000.0	190000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	60080000.0	60090000.0	180000.0	340000.0	90000.0	hiPSC_nor	60090000.0	60100000.0	190000.0	330000.0	95000.0	10000.0	Downstream	10000.0	90000.0	Boundary_shift
chr17	hiPSC_var	60430000.0	60440000.0	340000.0	240000.0	120000.0	hiPSC_nor	60430000.0	60440000.0	330000.0	240000.0	120000.0	0.0	No_shift	0.0	120000.0	Stable_boundary
chr17	hiPSC_var	60680000.0	60690000.0	240000.0	270000.0	120000.0	hiPSC_nor	60680000.0	60690000.0	240000.0	280000.0	120000.0	0.0	No_shift	0.0	120000.0	Stable_boundary
chr17	hiPSC_var	60960000.0	60970000.0	270000.0	420000.0	135000.0	hiPSC_nor	60970000.0	60980000.0	280000.0	410000.0	140000.0	10000.0	Downstream	10000.0	135000.0	Boundary_shift
chr17	hiPSC_var	61390000.0	61400000.0	420000.0	180000.0	90000.0	hiPSC_nor	61390000.0	61400000.0	410000.0	220000.0	110000.0	0.0	No_shift	0.0	90000.0	Stable_boundary
chr17	hiPSC_var	61580000.0	61590000.0	180000.0	260000.0	90000.0	hiPSC_nor	61620000.0	61630000.0	220000.0	220000.0	110000.0	40000.0	Downstream	40000.0	90000.0	Boundary_shift
chr17	hiPSC_var	61850000.0	61860000.0	260000.0	250000.0	125000.0	hiPSC_nor	61850000.0	61860000.0	220000.0	250000.0	110000.0	0.0	No_shift	0.0	110000.0	Stable_boundary
chr17	hiPSC_var	62110000.0	62120000.0	250000.0	290000.0	125000.0	hiPSC_nor	62110000.0	62120000.0	250000.0	290000.0	125000.0	0.0	No_shift	0.0	125000.0	Stable_boundary
chr17	hiPSC_var	62410000.0	62420000.0	290000.0	270000.0	135000.0	hiPSC_nor	62410000.0	62420000.0	290000.0	270000.0	135000.0	0.0	No_shift	0.0	135000.0	Stable_boundary
chr17	hiPSC_var	62690000.0	62700000.0	270000.0	270000.0	135000.0	hiPSC_nor	62690000.0	62700000.0	270000.0	270000.0	135000.0	0.0	No_shift	0.0	135000.0	Stable_boundary
chr17	hiPSC_var	62970000.0	62980000.0	270000.0	430000.0	135000.0	hiPSC_nor	62970000.0	62980000.0	270000.0	420000.0	135000.0	0.0	No_shift	0.0	135000.0	Stable_boundary
chr17	hiPSC_var	63410000.0	63420000.0	430000.0	280000.0	140000.0	hiPSC_nor	63400000.0	63410000.0	420000.0	280000.0	140000.0	-10000.0	Upstream	10000.0	140000.0	Boundary_shift
chr17	hiPSC_var	63700000.0	63710000.0	280000.0	140000.0	70000.0	hiPSC_nor	63690000.0	63700000.0	280000.0	150000.0	75000.0	-10000.0	Upstream	10000.0	70000.0	Boundary_shift
chr17	hiPSC_var	63850000.0	63860000.0	140000.0	160000.0	70000.0	hiPSC_nor	63850000.0	63860000.0	150000.0	160000.0	75000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	64020000.0	64030000.0	160000.0	110000.0	55000.0	hiPSC_nor	64020000.0	64030000.0	160000.0	110000.0	55000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	64140000.0	64150000.0	110000.0	140000.0	55000.0	hiPSC_nor	64140000.0	64150000.0	110000.0	140000.0	55000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	64290000.0	64300000.0	140000.0	120000.0	60000.0	hiPSC_nor	64290000.0	64300000.0	140000.0	200000.0	70000.0	0.0	No_shift	0.0	60000.0	Stable_boundary
chr17	hiPSC_var	64420000.0	64430000.0	120000.0	340000.0	60000.0	hiPSC_nor	64500000.0	64510000.0	200000.0	260000.0	100000.0	80000.0	Downstream	80000.0	60000.0	Unique_boundary
chr17	hiPSC_var	64770000.0	64780000.0	340000.0	440000.0	170000.0	hiPSC_nor	64770000.0	64780000.0	260000.0	440000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	65220000.0	65230000.0	440000.0	330000.0	165000.0	hiPSC_nor	65220000.0	65230000.0	440000.0	210000.0	105000.0	0.0	No_shift	0.0	105000.0	Stable_boundary
chr17	hiPSC_var	65560000.0	65570000.0	330000.0	220000.0	110000.0	hiPSC_nor	65560000.0	65570000.0	110000.0	230000.0	55000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	65790000.0	65800000.0	220000.0	190000.0	95000.0	hiPSC_nor	65800000.0	65810000.0	230000.0	170000.0	85000.0	10000.0	Downstream	10000.0	85000.0	Boundary_shift
chr17	hiPSC_var	65990000.0	66000000.0	190000.0	180000.0	90000.0	hiPSC_nor	65980000.0	65990000.0	170000.0	190000.0	85000.0	-10000.0	Upstream	10000.0	85000.0	Boundary_shift
chr17	hiPSC_var	66180000.0	66190000.0	180000.0	510000.0	90000.0	hiPSC_nor	66180000.0	66190000.0	190000.0	510000.0	95000.0	0.0	No_shift	0.0	90000.0	Stable_boundary
chr17	hiPSC_var	66700000.0	66710000.0	510000.0	340000.0	170000.0	hiPSC_nor	66700000.0	66710000.0	510000.0	340000.0	170000.0	0.0	No_shift	0.0	170000.0	Stable_boundary
chr17	hiPSC_var	67050000.0	67060000.0	340000.0	310000.0	155000.0	hiPSC_nor	67050000.0	67060000.0	340000.0	310000.0	155000.0	0.0	No_shift	0.0	155000.0	Stable_boundary
chr17	hiPSC_var	67370000.0	67380000.0	310000.0	320000.0	155000.0	hiPSC_nor	67370000.0	67380000.0	310000.0	310000.0	155000.0	0.0	No_shift	0.0	155000.0	Stable_boundary
chr17	hiPSC_var	67700000.0	67710000.0	320000.0	340000.0	160000.0	hiPSC_nor	67690000.0	67700000.0	310000.0	350000.0	155000.0	-10000.0	Upstream	10000.0	155000.0	Boundary_shift
chr17	hiPSC_var	68050000.0	68060000.0	340000.0	190000.0	95000.0	hiPSC_nor	68050000.0	68060000.0	350000.0	190000.0	95000.0	0.0	No_shift	0.0	95000.0	Stable_boundary
chr17	hiPSC_var	68250000.0	68260000.0	190000.0	200000.0	95000.0	hiPSC_nor	68250000.0	68260000.0	190000.0	210000.0	95000.0	0.0	No_shift	0.0	95000.0	Stable_boundary
chr17	hiPSC_var	68460000.0	68470000.0	200000.0	300000.0	100000.0	hiPSC_nor	68470000.0	68480000.0	210000.0	290000.0	105000.0	10000.0	Downstream	10000.0	100000.0	Boundary_shift
chr17	hiPSC_var	68770000.0	68780000.0	300000.0	280000.0	140000.0	hiPSC_nor	68770000.0	68780000.0	290000.0	280000.0	140000.0	0.0	No_shift	0.0	140000.0	Stable_boundary
chr17	hiPSC_var	69060000.0	69070000.0	280000.0	170000.0	85000.0	hiPSC_nor	69060000.0	69070000.0	280000.0	170000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	69240000.0	69250000.0	170000.0	300000.0	85000.0	hiPSC_nor	69240000.0	69250000.0	170000.0	300000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	69550000.0	69560000.0	300000.0	590000.0	150000.0	hiPSC_nor	69550000.0	69560000.0	300000.0	590000.0	150000.0	0.0	No_shift	0.0	150000.0	Stable_boundary
chr17	hiPSC_var	70150000.0	70160000.0	590000.0	460000.0	230000.0	hiPSC_nor	70150000.0	70160000.0	590000.0	460000.0	230000.0	0.0	No_shift	0.0	230000.0	Stable_boundary
chr17	hiPSC_var	70620000.0	70630000.0	460000.0	140000.0	70000.0	hiPSC_nor	70620000.0	70630000.0	460000.0	130000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	70770000.0	70780000.0	140000.0	300000.0	70000.0	hiPSC_nor	70760000.0	70770000.0	130000.0	160000.0	65000.0	-10000.0	Upstream	10000.0	65000.0	Boundary_shift
chr17	hiPSC_var	71080000.0	71090000.0	300000.0	380000.0	150000.0	hiPSC_nor	71080000.0	71090000.0	140000.0	380000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	71470000.0	71480000.0	380000.0	630000.0	190000.0	hiPSC_nor	71470000.0	71480000.0	380000.0	630000.0	190000.0	0.0	No_shift	0.0	190000.0	Stable_boundary
chr17	hiPSC_var	72110000.0	72120000.0	630000.0	420000.0	210000.0	hiPSC_nor	72110000.0	72120000.0	630000.0	420000.0	210000.0	0.0	No_shift	0.0	210000.0	Stable_boundary
chr17	hiPSC_var	72540000.0	72550000.0	420000.0	170000.0	85000.0	hiPSC_nor	72540000.0	72550000.0	420000.0	170000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	72720000.0	72730000.0	170000.0	250000.0	85000.0	hiPSC_nor	72720000.0	72730000.0	170000.0	250000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	72980000.0	72990000.0	250000.0	200000.0	100000.0	hiPSC_nor	72980000.0	72990000.0	250000.0	200000.0	100000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	73190000.0	73200000.0	200000.0	200000.0	100000.0	hiPSC_nor	73190000.0	73200000.0	200000.0	190000.0	95000.0	0.0	No_shift	0.0	95000.0	Stable_boundary
chr17	hiPSC_var	73400000.0	73410000.0	200000.0	230000.0	100000.0	hiPSC_nor	73390000.0	73400000.0	190000.0	240000.0	95000.0	-10000.0	Upstream	10000.0	95000.0	Boundary_shift
chr17	hiPSC_var	73640000.0	73650000.0	230000.0	550000.0	115000.0	hiPSC_nor	73640000.0	73650000.0	240000.0	320000.0	120000.0	0.0	No_shift	0.0	115000.0	Stable_boundary
chr17	hiPSC_var	74200000.0	74210000.0	550000.0	660000.0	275000.0	hiPSC_nor	74200000.0	74210000.0	220000.0	660000.0	110000.0	0.0	No_shift	0.0	110000.0	Stable_boundary
chr17	hiPSC_var	74870000.0	74880000.0	660000.0	380000.0	190000.0	hiPSC_nor	74870000.0	74880000.0	660000.0	370000.0	185000.0	0.0	No_shift	0.0	185000.0	Stable_boundary
chr17	hiPSC_var	75260000.0	75270000.0	380000.0	140000.0	70000.0	hiPSC_nor	75250000.0	75260000.0	370000.0	150000.0	75000.0	-10000.0	Upstream	10000.0	70000.0	Boundary_shift
chr17	hiPSC_var	75410000.0	75420000.0	140000.0	350000.0	70000.0	hiPSC_nor	75410000.0	75420000.0	150000.0	350000.0	75000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	75770000.0	75780000.0	350000.0	510000.0	175000.0	hiPSC_nor	75770000.0	75780000.0	350000.0	510000.0	175000.0	0.0	No_shift	0.0	175000.0	Stable_boundary
chr17	hiPSC_var	76290000.0	76300000.0	510000.0	210000.0	105000.0	hiPSC_nor	76290000.0	76300000.0	510000.0	210000.0	105000.0	0.0	No_shift	0.0	105000.0	Stable_boundary
chr17	hiPSC_var	76510000.0	76520000.0	210000.0	200000.0	100000.0	hiPSC_nor	76510000.0	76520000.0	210000.0	200000.0	100000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	76720000.0	76730000.0	200000.0	350000.0	100000.0	hiPSC_nor	76720000.0	76730000.0	200000.0	350000.0	100000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	77080000.0	77090000.0	350000.0	170000.0	85000.0	hiPSC_nor	77080000.0	77090000.0	350000.0	160000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	77260000.0	77270000.0	170000.0	240000.0	85000.0	hiPSC_nor	77250000.0	77260000.0	160000.0	250000.0	80000.0	-10000.0	Upstream	10000.0	80000.0	Boundary_shift
chr17	hiPSC_var	77510000.0	77520000.0	240000.0	360000.0	120000.0	hiPSC_nor	77510000.0	77520000.0	250000.0	360000.0	125000.0	0.0	No_shift	0.0	120000.0	Stable_boundary
chr17	hiPSC_var	77880000.0	77890000.0	360000.0	360000.0	180000.0	hiPSC_nor	77880000.0	77890000.0	360000.0	130000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	78250000.0	78260000.0	360000.0	220000.0	110000.0	hiPSC_nor	78240000.0	78250000.0	210000.0	190000.0	95000.0	-10000.0	Upstream	10000.0	95000.0	Boundary_shift
chr17	hiPSC_var	78480000.0	78490000.0	220000.0	290000.0	110000.0	hiPSC_nor	78440000.0	78450000.0	190000.0	390000.0	95000.0	-40000.0	Upstream	40000.0	95000.0	Boundary_shift
chr17	hiPSC_var	78780000.0	78790000.0	290000.0	190000.0	95000.0	hiPSC_nor	78840000.0	78850000.0	390000.0	130000.0	65000.0	60000.0	Downstream	60000.0	65000.0	Boundary_shift
chr17	hiPSC_var	78980000.0	78990000.0	190000.0	400000.0	95000.0	hiPSC_nor	78980000.0	78990000.0	130000.0	410000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	79390000.0	79400000.0	400000.0	310000.0	155000.0	hiPSC_nor	79400000.0	79410000.0	410000.0	300000.0	150000.0	10000.0	Downstream	10000.0	150000.0	Boundary_shift
chr17	hiPSC_var	79710000.0	79720000.0	310000.0	270000.0	135000.0	hiPSC_nor	79710000.0	79720000.0	300000.0	270000.0	135000.0	0.0	No_shift	0.0	135000.0	Stable_boundary
chr17	hiPSC_var	79990000.0	80000000.0	270000.0	410000.0	135000.0	hiPSC_nor	79990000.0	80000000.0	270000.0	400000.0	135000.0	0.0	No_shift	0.0	135000.0	Stable_boundary
chr17	hiPSC_var	80410000.0	80420000.0	410000.0	560000.0	205000.0	hiPSC_nor	80400000.0	80410000.0	400000.0	570000.0	200000.0	-10000.0	Upstream	10000.0	200000.0	Boundary_shift
chr17	hiPSC_var	80980000.0	80990000.0	560000.0	260000.0	130000.0	hiPSC_nor	80980000.0	80990000.0	570000.0	260000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	81250000.0	81260000.0	260000.0	290000.0	130000.0	hiPSC_nor	81250000.0	81260000.0	260000.0	290000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	81550000.0	81560000.0	290000.0	660000.0	145000.0	hiPSC_nor	81550000.0	81560000.0	290000.0	670000.0	145000.0	0.0	No_shift	0.0	145000.0	Stable_boundary
chr17	hiPSC_var	82220000.0	82230000.0	660000.0	220000.0	110000.0	hiPSC_nor	82230000.0	82240000.0	670000.0	210000.0	105000.0	10000.0	Downstream	10000.0	105000.0	Boundary_shift
chr17	hiPSC_var	82450000.0	82460000.0	220000.0	180000.0	90000.0	hiPSC_nor	82450000.0	82460000.0	210000.0	180000.0	90000.0	0.0	No_shift	0.0	90000.0	Stable_boundary
chr17	hiPSC_var	82640000.0	82650000.0	180000.0	130000.0	65000.0	hiPSC_nor	82640000.0	82650000.0	180000.0	130000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	82780000.0	82790000.0	130000.0	280000.0	65000.0	hiPSC_nor	82780000.0	82790000.0	130000.0	130000.0	65000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	83070000.0	83080000.0	280000.0	inf	inf	hiPSC_nor	82920000.0	82930000.0	130000.0	inf	inf	-150000.0	Upstream	150000.0	inf	Boundary_shift
